Лист;Строка;Тип связи;Книги;Номера деталей;Отметки источника;Комментарий
WK-20C;2;Прямая замена по строке;K1637 ↔ K1641;K1637.01.00 ↔ K1641.01.00;;
WK-20C;3;Прямая замена по строке;K1637 ↔ K1641;K1637.01.01.00 ↔ K1639.01.01.00;;Взаимозаменяемы в целом, последняя производственная модель — K1639.01.01.00, технологические требования: симметричность, сборка и сварка.
WK-20C;4;Одинаковый номер;K1637 ↔ K1641;K1601.30.02.00 ↔ K1601.30.02.00;Да;
WK-20C;5;Прямая замена по строке;K1637 ↔ K1641;K1629.01.03.00 ↔ K1639.01.03.00;;Взаимозаменяемы в целом, последняя производственная модель — K1639.01.01.00, технологические требования: симметричность, сборка и сварка.
WK-20C;6;Одинаковый номер;K1637 ↔ K1641;K1629.01.04.00 ↔ K1629.01.04.00;Да;
WK-20C;7;Одинаковый номер;K1637 ↔ K1641;K1629.01.05.00 ↔ K1629.01.05.00;Да;
WK-20C;8;Одинаковый номер;K1637 ↔ K1641;K1629.01.06.00 ↔ K1629.01.06.00;Да;
WK-20C;9;Одинаковый номер;K1637 ↔ K1641;K1629.01.07.00 ↔ K1629.01.07.00;Да;
WK-20C;10;Одинаковый номер;K1637 ↔ K1641;K1627.01.01 ↔ K1627.01.01;Да;
WK-20C;11;Одинаковый номер;K1637 ↔ K1641;K1622.01.01 ↔ K1622.01.01;Да;
WK-20C;12;Одинаковый номер;K1637 ↔ K1641;K1627.01.14.00 ↔ K1627.01.14.00;Да;
WK-20C;13;Одинаковый номер;K1637 ↔ K1641;K1601.30.04 ↔ K1601.30.04;Да;
WK-20C;14;Прямая замена по строке;K1637 ↔ K1641;K1623.01.05 ↔ K1640.01.12.00;;"Размеры одинаковые: K1640.01.12.00 — сварная конструкция из износостойкой стали и A514, более износостойкая; K1623.01.05 — изготовлен из A514 методом резки; K1601.30.05 — литьё из высокомарганцовистой стали."
WK-20C;15;Одинаковый номер;K1637 ↔ K1641;K1601.30.06 ↔ K1601.30.06;Да;
WK-20C;16;Одинаковый номер;K1637 ↔ K1641;K1601.30.07 ↔ K1601.30.07;Да;
WK-20C;17;Одинаковый номер;K1637 ↔ K1641;K1601.30.08 ↔ K1601.30.08;Да;
WK-20C;18;Одинаковый номер;K1637 ↔ K1641;K1627.01.09.00 ↔ K1627.01.09.00;Да;
WK-20C;19;Одинаковый номер;K1637 ↔ K1641;K1601.30.09 ↔ K1601.30.09;Да;
WK-20C;20;Одинаковый номер;K1637 ↔ K1641;K1601.30.11 ↔ K1601.30.11;Да;
WK-20C;21;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M52X140 ↔ GB/T5783 M52X140;Да;
WK-20C;22;Одинаковый номер;K1637 ↔ K1641;GB/T95 52 ↔ GB/T95 52;Да;
WK-20C;23;Одинаковый номер;K1637 ↔ K1641;K1601.30.08.00 ↔ K1601.30.08.00;Да;
WK-20C;24;Одинаковый номер;K1637 ↔ K1641;GB/T6170 M16 ↔ GB/T6170 M16;Да;
WK-20C;25;Одинаковый номер;K1637 ↔ K1641;GB/T93 16 ↔ GB/T93 16;Да;
WK-20C;26;Одинаковый номер;K1637 ↔ K1641;K1802.01.10.00 ↔ K1802.01.10.00;Да;
WK-20C;27;Одинаковый номер;K1637 ↔ K1641;GB/T6178 M20 ↔ GB/T6178 M20;Да;
WK-20C;28;Одинаковый номер;K1637 ↔ K1641;GB/T91 4X40 ↔ GB/T91 4X40;Да;
WK-20C;29;Одинаковый номер;K1637 ↔ K1641;K1623.01.12 ↔ K1623.01.12;Да;
WK-20C;30;Одинаковый номер;K1637 ↔ K1641;K1601.30.13 ↔ K1601.30.13;Да;
WK-20C;31;Одинаковый номер;K1637 ↔ K1641;K1601.30.14 ↔ K1601.30.14;Да;
WK-20C;32;Одинаковый номер;K1637 ↔ K1641;K1628.01.15 ↔ K1628.01.15;Да;
WK-20C;33;Одинаковый номер;K1637 ↔ K1641;K1628.01.16 ↔ K1628.01.16;Да;
WK-20C;34;Одинаковый номер;K1637 ↔ K1641;K1628.01.17 ↔ K1628.01.17;Да;
WK-20C;35;Одинаковый номер;K1637 ↔ K1641;K1601.33.18 ↔ K1601.33.18;Да;
WK-20C;36;Одинаковый номер;K1637 ↔ K1641;K1601.33.19 ↔ K1601.33.19;Да;
WK-20C;37;Одинаковый номер;K1637 ↔ K1641;K1627.01.21 ↔ K1627.01.21;Да;
WK-20C;38;Одинаковый номер;K1637 ↔ K1641;K1601.30.22 ↔ K1601.30.22;Да;
WK-20C;39;Одинаковый номер;K1637 ↔ K1641;GB/T6178 M30 ↔ GB/T6178 M30;Да;
WK-20C;40;Одинаковый номер;K1637 ↔ K1641;GB/T91 5X56 ↔ GB/T91 5X56;Да;
WK-20C;41;Одинаковый номер;K1637 ↔ K1641;K1601.30.23 ↔ K1601.30.23;Да;
WK-20C;42;Одинаковый номер;K1637 ↔ K1641;K1621.01.02 ↔ K1621.01.02;Да;
WK-20C;43;Одинаковый номер;K1637 ↔ K1641;TZQ7310.02.00 R3/8 ↔ TZQ7310.02.00 R3/8;Да;
WK-20C;44;Одинаковый номер;K1637 ↔ K1641;K1627.01.25 ↔ K1627.01.25;Да;
WK-20C;45;Одинаковый номер;K1637 ↔ K1641;K1601.33.15.00 ↔ K1601.33.15.00;Да;
WK-20C;46;Одинаковый номер;K1637 ↔ K1641;K1627.01.02 ↔ K1627.01.02;Да;
WK-20C;47;Прямая замена по строке;K1637 ↔ K1641;K1629.02.00 ↔ K1640.02.00;;Последняя производственная модель — K1642.02.00, габаритные размеры совпадают.
WK-20C;48;Прямая замена по строке;K1637 ↔ K1641;K1629.02.01.00 ↔ K1640.02.01.01.00;;
WK-20C;49;Прямая замена по строке;K1637 ↔ K1641;K1627.02.02.00 ↔ K1630.02.02.00;;Последняя производственная модель — K1630.02.02.00, габаритные размеры совпадают, добавлены требования к деталям.
WK-20C;50;Одинаковый номер;K1637 ↔ K1641;K1629.02.03.00 ↔ K1629.02.03.00;Да;
WK-20C;51;Прямая замена по строке;K1637 ↔ K1641;K1627.02.01 ↔ K1640.02.01.02;;
WK-20C;52;Одинаковый номер;K1637 ↔ K1641;K1627.02.02 ↔ K1627.02.02;Да;
WK-20C;53;Одинаковый номер;K1637 ↔ K1641;K1627.02.03 ↔ K1627.02.03;Да;
WK-20C;55;Прямая замена по строке;K1637 ↔ K1641;K1637.03.00 ↔ K1641.03.00;;
WK-20C;56;Одинаковый номер;K1637 ↔ K1641;K1629.03.01.00 ↔ K1629.03.01.00;Да;
WK-20C;57;Одинаковый номер;K1637 ↔ K1641;K1629.03.02.00 ↔ K1629.03.02.00;Да;
WK-20C;58;Одинаковый номер;K1637 ↔ K1641;K1637.03.03.00 ↔ K1637.03.03.00;Да;
WK-20C;59;Одинаковый номер;K1637 ↔ K1641;K1635.03.04.00 ↔ K1635.03.04.00;Да;
WK-20C;60;Одинаковый номер;K1637 ↔ K1641;K1627.03.05.00 ↔ K1627.03.05.00;Да;
WK-20C;61;Одинаковый номер;K1637 ↔ K1641;K1636.03.06.00 ↔ K1636.03.06.00;Да;
WK-20C;62;Одинаковый номер;K1637 ↔ K1641;K1627.03.08.00 ↔ K1627.03.08.00;Да;
WK-20C;63;Прямая замена по строке;K1637 ↔ K1641;K1635.03.09.00 ↔ K1639.03.09.00;;
WK-20C;64;Одинаковый номер;K1637 ↔ K1641;K1629.03.10.00 ↔ K1629.03.10.00;Да;
WK-20C;65;Прямая замена по строке;K1637 ↔ K1641;K1629.03.11.00 ↔ CK1629.03.11.00;;Универсален, последняя производственная модель — CK1629.03.11.00, требования к технологии производства и изготовления.
WK-20C;66;Одинаковый номер;K1637 ↔ K1641;K1635.03.12.00 ↔ K1635.03.12.00;Да;
WK-20C;67;Одинаковый номер;K1637 ↔ K1641;K1601.03.13.00 ↔ K1601.03.13.00;Да;
WK-20C;68;Прямая замена по строке;K1637 ↔ K1641;K1637.03.15.00 ↔ K1640.03.15.00;;Полностью универсалена.
WK-20C;69;Одинаковый номер;K1637 ↔ K1641;K1601.03.17.00 ↔ K1601.03.17.00;Да;
WK-20C;70;Одинаковый номер;K1637 ↔ K1641;K1627.03.18.00 ↔ K1627.03.18.00;Да;
WK-20C;71;Прямая замена по строке;K1637 ↔ K1641;K1601.03.19.00 ↔ K1639.03.19.00;;
WK-20C;72;Прямая замена по строке;K1637 ↔ K1641;K1601.03.20.00A ↔ CK1601.03.20.00;;Последняя производственная модель — CK1601.03.20.00.
WK-20C;73;Прямая замена по строке;K1637 ↔ K1641;K1630.03.21.00 ↔ K1640.03.21.00;;Последняя производственная модель — K1640.03.21.00, добавлен защитный кожух шестерни напора.
WK-20C;74;Прямая замена по строке;K1637 ↔ K1641;K1630.03.22.00 ↔ K1641.03.22.00;;
WK-20C;75;Одинаковый номер;K1637 ↔ K1641;K1636.03.23.00 ↔ K1636.03.23.00;Да;
WK-20C;76;Одинаковый номер;K1637 ↔ K1641;K1629.03.24.00 ↔ K1629.03.24.00;Да;
WK-20C;77;Прямая замена по строке;K1637 ↔ K1641;K1637.04.00 ↔ K1641.04.00;;Полностью универсален, последняя производственная модель — K1641.04.00.
WK-20C;78;Одинаковый номер;K1637 ↔ K1641;K1845.04.03.00 ↔ K1845.04.03.00;Да;
WK-20C;79;Одинаковый номер;K1637 ↔ K1641;K1841.04.01.00 ↔ K1841.04.01.00;Да;
WK-20C;80;Прямая замена по строке;K1637 ↔ K1641;K1629.04.02.00 ↔ K1639.04.02.00;;
WK-20C;81;Одинаковый номер;K1637 ↔ K1641;GB/T5782 M24X120 ↔ GB/T5782 M24X120;Да;
WK-20C;82;Одинаковый номер;K1637 ↔ K1641;K1601.04.01 ↔ K1601.04.01;Да;
WK-20C;83;Одинаковый номер;K1637 ↔ K1641;K1601.04.02 ↔ K1601.04.02;Да;
WK-20C;84;Одинаковый номер;K1637 ↔ K1641;K1601.04.03 ↔ K1601.04.03;Да;
WK-20C;85;Прямая замена по строке;K1637 ↔ K1641;K1637.04-08 ↔ K1641.04-08;;Универсален
WK-20C;86;Одинаковый номер;K1637 ↔ K1641;GB/T32.1 M24X90 ↔ GB/T32.1 M24X90;Да;
WK-20C;87;Одинаковый номер;K1637 ↔ K1641;GB/T6170 M24 ↔ GB/T6170 M24;Да;
WK-20C;88;Одинаковый номер;K1637 ↔ K1641;GB/T93 24 ↔ GB/T93 24;Да;
WK-20C;89;Одинаковый номер;K1637 ↔ K1641;K1701.04.03.01 ↔ K1701.04.03.01;Да;
WK-20C;90;Прямая замена по строке;K1637 ↔ K1641;K1637.04-13 ↔ K1641.04-13;;
WK-20C;91;Одинаковый номер;K1637 ↔ K1641;GB/T882 30X75 ↔ GB/T882 30X75;Да;
WK-20C;92;Одинаковый номер;K1637 ↔ K1641;GB/T91 6.3X45 ↔ GB/T91 6.3X45;Да;
WK-20C;93;Одинаковый номер;K1637 ↔ K1641;NL24 ↔ NL24;Да;
WK-20C;94;Прямая замена по строке;K1637 ↔ K1641;K1635.05.00 ↔ K1640.05.00;;
WK-20C;95;Прямая замена по строке;K1637 ↔ K1641;K1629.05.01.00 ↔ K1640.05.01.00;;
WK-20C;96;Прямая замена по строке;K1637 ↔ K1641;K1627.05.04.01.00 ↔ CK1627.05.04.01.00;;Универсалена, последняя производственная модель — CK1627.05.04.01.00, требования к технологии производства и изготовления.
WK-20C;97;Прямая замена по строке;K1637 ↔ K1641;K1627.05.04.04.00 ↔ CK1627.05.04.04.00;;Универсалена, последняя производственная модель — CK1627.05.04.04.00, требования к технологии производства и изготовления.
WK-20C;98;Прямая замена по строке;K1637 ↔ K1641;K1627.05.04.02.00 ↔ CK1627.05.04.02.00;;Универсалена, последняя производственная модель — CK1627.05.04.02.00, требования к технологии производства и изготовления.
WK-20C;99;Одинаковый номер;K1637 ↔ K1641;K1635.05.05.00 ↔ K1635.05.05.00;Да;
WK-20C;100;Одинаковый номер;K1637 ↔ K1641;K1635.05.07.00 ↔ K1635.05.07.00;Да;
WK-20C;101;Одинаковый номер;K1637 ↔ K1641;K1627.05.08.00 ↔ K1627.05.08.00;Да;
WK-20C;102;Одинаковый номер;K1637 ↔ K1641;K1627.05.04 ↔ K1627.05.04;Да;
WK-20C;103;Одинаковый номер;K1637 ↔ K1641;K1841.05.15.00 ↔ K1841.05.15.00;Да;
WK-20C;104;Одинаковый номер;K1637 ↔ K1641;K1919.03.24.00 ↔ K1919.03.24.00;Да;
WK-20C;105;Одинаковый номер;K1637 ↔ K1641;K1627.05.12.00 ↔ K1627.05.12.00;Да;
WK-20C;106;Одинаковый номер;K1637 ↔ K1641;K1627.05.10.00 ↔ K1627.05.10.00;Да;
WK-20C;107;Прямая замена по строке;K1637 ↔ K1641;K1629.05.04.00 ↔ CK1629.05.04.00;;Универсален, последняя производственная модель — CK1629.05.04.00, требования к технологии производства и изготовления
WK-20C;108;Прямая замена по строке;K1637 ↔ K1641;K1629.06.00 ↔ K1640.06.00;;
WK-20C;109;Прямая замена по строке;K1637 ↔ K1641;K1842.05.11.00 ↔ K1853.05.11.00;;
WK-20C;110;Одинаковый номер;K1637 ↔ K1641;K1613.06.02.00 ↔ K1613.06.02.00;Да;
WK-20C;111;Прямая замена по строке;K1637 ↔ K1641;K1629.06.07.00 ↔ K1639.06.07.00;;
WK-20C;112;Прямая замена по строке;K1637 ↔ K1641;K1629.06.11.00 ↔ K1640.06.11.00;;Последняя производственная модель — K1640.06.11.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка
WK-20C;113;Прямая замена по строке;K1637 ↔ K1641;K1629.06.08.00 ↔ K1639.06.08.00;;
WK-20C;114;Одинаковый номер;K1637 ↔ K1641;K1618.06.02 ↔ K1618.06.02;Да;
WK-20C;115;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M12X40 ↔ GB/T5783 M12X40;Да;
WK-20C;116;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M12X35 ↔ GB/T5783 M12X35;Да;
WK-20C;117;Одинаковый номер;K1637 ↔ K1641;GB/T93 12 ↔ GB/T93 12;Да;
WK-20C;118;Одинаковый номер;K1637 ↔ K1641;K1635.07.00 ↔ K1635.07.00;;
WK-20C;119;Одинаковый номер;K1637 ↔ K1641;K1629.07.01.00 ↔ K1629.07.01.00;Да;Последняя производственная модель — K1642.07.01.00, габаритные размеры совпадают, требования к технологии производства и изготовления
WK-20C;120;Прямая замена по строке;K1637 ↔ K1641;K1803.07.02.00 ↔ CK1858.07.02.00;;CK1858.07.02.00, требования к технологии производства и изготовления
WK-20C;121;Одинаковый номер;K1637 ↔ K1641;K1635.07.03.00 ↔ K1635.07.03.00;Да;
WK-20C;122;Одинаковый номер;K1637 ↔ K1641;K1627.07.04.00 ↔ K1627.07.04.00;Да;
WK-20C;123;Одинаковый номер;K1637 ↔ K1641;K1629.07.05.00 ↔ K1629.07.05.00;Да;
WK-20C;124;Одинаковый номер;K1637 ↔ K1641;GB/T5786 M30X2X180 ↔ GB/T5786 M30X2X180;Да;
WK-20C;125;Одинаковый номер;K1637 ↔ K1641;NL30 ↔ NL30;Да;
WK-20C;126;Одинаковый номер;K1637 ↔ K1641;K1627.07.01 ↔ K1627.07.01;Да;
WK-20C;127;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M12X25 ↔ GB/T5783 M12X25;Да;
WK-20C;128;Одинаковый номер;K1637 ↔ K1641;GB/T93 12 ↔ GB/T93 12;Да;
WK-20C;129;Одинаковый номер;K1637 ↔ K1641;GB/T95 12 ↔ GB/T95 12;Да;
WK-20C;130;Прямая замена по строке;K1637 ↔ K1641;K1637.09.00 ↔ K1641.09.00;Да;
WK-20C;131;Прямая замена по строке;K1637 ↔ K1641;K1637.09.01.00 ↔ K1641.09.01.00;;Последняя производственная модель — K1641.09.01.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;132;Прямая замена по строке;K1637 ↔ K1641;K1630.09.02.00 ↔ K1639.09.02.00;;Последняя производственная модель — K1639.09.02.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;133;Прямая замена по строке;K1637 ↔ K1641;K1630.09.03.00 ↔ K1641.09.03.00;;Последняя производственная модель — K1641.09.03.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;134;Прямая замена по строке;K1637 ↔ K1641;K1637.09.04.00 ↔ K1640.09.04.00;;Последняя производственная модель — K1644.09.04.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;135;Прямая замена по строке;K1637 ↔ K1641;K1635.09.05.00 ↔ K1640.09.05.00;;
WK-20C;136;Прямая замена по строке;K1637 ↔ K1641;K1637.09.06.00 ↔ K1640.09.06.00;;
WK-20C;138;Прямая замена по строке;K1637 ↔ K1641;K1627.09.08.00 ↔ K1640.09.08.00;;Последняя производственная модель — K1640.09.08.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;139;Прямая замена по строке;K1637 ↔ K1641;K1635.09.09.00 ↔ K1640.09.09.00;;Последняя производственная модель — K1642.09.09.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;140;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M42X140 ↔ GB/T5783 M42X140;Да;
WK-20C;141;Одинаковый номер;K1637 ↔ K1641;GB/T6170 M42 ↔ GB/T6170 M42;Да;
WK-20C;142;Одинаковый номер;K1637 ↔ K1641;GBT93 42 ↔ GBT93 42;Да;
WK-20C;143;Одинаковый номер;K1637 ↔ K1641;GBT5782 M30X120 ↔ GBT5782 M30X120;Да;
WK-20C;144;Одинаковый номер;K1637 ↔ K1641;GBT6170 M30 ↔ GBT6170 M30;Да;
WK-20C;145;Одинаковый номер;K1637 ↔ K1641;GBT93 30 ↔ GBT93 30;Да;
WK-20C;146;Одинаковый номер;K1637 ↔ K1641;GBT5782 M30X220 ↔ GBT5782 M30X220;Да;
WK-20C;147;Одинаковый номер;K1637 ↔ K1641;GBT5782 M30X200 ↔ GBT5782 M30X200;Да;
WK-20C;148;Одинаковый номер;K1637 ↔ K1641;GBT5783 M24X110 ↔ GBT5783 M24X110;Да;
WK-20C;149;Одинаковый номер;K1637 ↔ K1641;GBT6170 M24 ↔ GBT6170 M24;Да;
WK-20C;150;Одинаковый номер;K1637 ↔ K1641;GBT93 24 ↔ GBT93 24;Да;
WK-20C;151;Одинаковый номер;K1637 ↔ K1641;K1462.23.04.00 ↔ K1462.23.04.00;Да;
WK-20C;152;Одинаковый номер;K1637 ↔ K1641;GB/T1228 M24X70 ↔ GB/T1228 M24X70;Да;
WK-20C;153;Одинаковый номер;K1637 ↔ K1641;GB/T889.1 M24 ↔ GB/T889.1 M24;Да;
WK-20C;154;Одинаковый номер;K1637 ↔ K1641;GB/T97.1 24 ↔ GB/T97.1 24;Да;
WK-20C;155;Одинаковый номер;K1637 ↔ K1641;GBT853 24 ↔ GBT853 24;Да;
WK-20C;156;Одинаковый номер;K1637 ↔ K1641;GBT5783 M30X80 ↔ GBT5783 M30X80;Да;
WK-20C;157;Прямая замена по строке;K1637 ↔ K1641;K1626.09.07.00 ↔ K1641.09.07.00;;
WK-20C;158;Прямая замена по строке;K1637 ↔ K1641;K1637.10.00 ↔ K1641.10.00;Да;
WK-20C;159;Одинаковый номер;K1637 ↔ K1641;K1605.10.01.00 ↔ K1605.10.01.00;Да;
WK-20C;160;Прямая замена по строке;K1637 ↔ K1641;K1637.10.02.00 ↔ K1641.10.02.00;;Последняя производственная модель — K1641.10.02.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;161;Прямая замена по строке;K1637 ↔ K1641;K1635.10.03.00 ↔ K1639.10.03.00;;Последняя производственная модель — K1642.10.03.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;162;Одинаковый номер;K1637 ↔ K1641;K1605.10.04.00 ↔ K1605.10.04.00;Да;Последняя производственная модель — K1642.10.04.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;163;Одинаковый номер;K1637 ↔ K1641;K1605.10.01 ↔ K1605.10.01;Да;
WK-20C;164;Одинаковый номер;K1637 ↔ K1641;K1605.10.02 ↔ K1605.10.02;Да;
WK-20C;165;Одинаковый номер;K1637 ↔ K1641;GB/T31.1 М36Х360 ↔ GB/T31.1 М36Х360;Да;
WK-20C;166;Одинаковый номер;K1637 ↔ K1641;GB/T6178 M36 ↔ GB/T6178 M36;Да;
WK-20C;167;Одинаковый номер;K1637 ↔ K1641;GB/T91 6.3X80 ↔ GB/T91 6.3X80;Да;
WK-20C;168;Одинаковый номер;K1637 ↔ K1641;K1623.10.07.00 ↔ K1623.10.07.00;Да;
WK-20C;169;Прямая замена по строке;K1637 ↔ K1641;K1635.10.05.00 ↔ K1639.10.05.00;;
WK-20C;170;Прямая замена по строке;K1637 ↔ K1641;K1629.10.06.00 ↔ K1639.10.06.00;;Последняя производственная модель — K1639.10.06.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;171;Одинаковый номер;K1637 ↔ K1641;GB/T95 36 ↔ GB/T95 36;Да;
WK-20C;172;Прямая замена по строке;K1637 ↔ K1641;K1637.11.00 ↔ K1641.11.00;;
WK-20C;173;Прямая замена по строке;K1637 ↔ K1641;K1635.11.01.00 ↔ K1640.11.01.00;;
WK-20C;174;Прямая замена по строке;K1637 ↔ K1641;K1635.11.02.00 ↔ K1640.11.02.00;;
WK-20C;175;Прямая замена по строке;K1637 ↔ K1641;K1635.11.03.00 ↔ K1640.11.03.00;;
WK-20C;176;Прямая замена по строке;K1637 ↔ K1641;K1635.11.04.00 ↔ K1640.11.04.00;;
WK-20C;177;Одинаковый номер;K1637 ↔ K1641;K1635.11.05.00 ↔ K1635.11.05.00;Да;
WK-20C;178;Прямая замена по строке;K1637 ↔ K1641;K1627.11.32.00 ↔ K1640.11.32.00;;
WK-20C;179;Одинаковый номер;K1637 ↔ K1641;K1635.11.07.00 ↔ K1635.11.07.00;Да;
WK-20C;180;Прямая замена по строке;K1637 ↔ K1641;K1635.11.08.00 ↔ K1639.11.08.00;;
WK-20C;181;Одинаковый номер;K1637 ↔ K1641;K1635.11.09.00 ↔ K1635.11.09.00;Да;
WK-20C;182;Прямая замена по строке;K1637 ↔ K1641;K1635.11.10.00 ↔ K1640.11.10.00;;
WK-20C;183;Прямая замена по строке;K1637 ↔ K1641;K1635.11.11.00 ↔ K1640.11.11.00;;
WK-20C;184;Прямая замена по строке;K1637 ↔ K1641;K1635.11.12.00 ↔ K1640.11.12.00;;
WK-20C;185;Одинаковый номер;K1637 ↔ K1641;K1635.11.13.00 ↔ K1635.11.13.00;Да;
WK-20C;186;Прямая замена по строке;K1637 ↔ K1641;K1635.11.14.00 ↔ K1640.11.14.00;;
WK-20C;187;Одинаковый номер;K1637 ↔ K1641;K1635.11.15.00 ↔ K1635.11.15.00;Да;
WK-20C;188;Прямая замена по строке;K1637 ↔ K1641;K1635.11.16.00 ↔ K1640.11.16.00;;
WK-20C;189;Одинаковый номер;K1637 ↔ K1641;K1635.11.17.00 ↔ K1635.11.17.00;Да;
WK-20C;190;Одинаковый номер;K1637 ↔ K1641;K1635.11.18.00 ↔ K1635.11.18.00;Да;
WK-20C;191;Прямая замена по строке;K1637 ↔ K1641;K1635.11.19.00 ↔ K1640.11.19.00;;
WK-20C;192;Прямая замена по строке;K1637 ↔ K1641;K1635.11.20.00 ↔ K1640.11.20.00;;
WK-20C;193;Прямая замена по строке;K1637 ↔ K1641;K1635.11.21.00 ↔ K1639.11.21.00;;
WK-20C;194;Прямая замена по строке;K1637 ↔ K1641;K1635.11.22.00 ↔ K1639.11.22.00;;
WK-20C;195;Прямая замена по строке;K1637 ↔ K1641;K1635.11.23.00 ↔ K1640.11.24.00;;
WK-20C;196;Прямая замена по строке;K1637 ↔ K1641;K1605.11.24.00 ↔ K1639.11.25.00;;
WK-20C;197;Прямая замена по строке;K1637 ↔ K1641;K1605.11.24.01.00 ↔ K1639.11.26.00;;
WK-20C;198;Прямая замена по строке;K1637 ↔ K1641;K1605.11.24.01 ↔ K1635.11.27.00;;
WK-20C;199;Прямая замена по строке;K1637 ↔ K1641;K1635.11.25.00 ↔ K1641.11.28.00;;
WK-20C;200;Прямая замена по строке;K1637 ↔ K1641;K1605.11.26.00 ↔ K1605.11.29.00;;
WK-20C;201;Прямая замена по строке;K1637 ↔ K1641;K1635.11.27.00 ↔ K1635.11.30.00;;
WK-20C;202;Прямая замена по строке;K1637 ↔ K1641;K1637.11.28.00 ↔ K1625.11.00-31;;
WK-20C;203;Прямая замена по строке;K1637 ↔ K1641;K1605.11.29.00 ↔ GB/T5783 М12X50;;
WK-20C;204;Прямая замена по строке;K1637 ↔ K1641;K1635.11.30.00 ↔ GB/T6170 М12;;
WK-20C;205;Прямая замена по строке;K1637 ↔ K1641;K1625.11.00-31 ↔ GB/T96.1 12;;
WK-20C;206;Прямая замена по строке;K1637 ↔ K1641;GB/T5783 М12X50 ↔ GB/T93 12;;
WK-20C;207;Прямая замена по строке;K1637 ↔ K1641;GB/T6170 М12 ↔ GB/T1228 М24X65;;
WK-20C;208;Прямая замена по строке;K1637 ↔ K1641;GB/T96.1 12 ↔ GB/T1229 М24;;
WK-20C;209;Прямая замена по строке;K1637 ↔ K1641;GB/T93 12 ↔ GB/T1230 24;;
WK-20C;210;Прямая замена по строке;K1637 ↔ K1641;GB/T1228 М24X65 ↔ GB/T1228 M24X85;;
WK-20C;211;Прямая замена по строке;K1637 ↔ K1641;GB/T1229 М24 ↔ K1605.11.01;;
WK-20C;212;Прямая замена по строке;K1637 ↔ K1641;GB/T1230 24 ↔ GB/T5783 М10X25;;
WK-20C;213;Прямая замена по строке;K1637 ↔ K1641;GB/T1228 M24X85 ↔ GB/T6170 М10;;
WK-20C;214;Прямая замена по строке;K1637 ↔ K1641;K1605.11.01 ↔ GB/T97.1 10;;
WK-20C;215;Прямая замена по строке;K1637 ↔ K1641;GB/T5783 М10X25 ↔ GB/T93 10;;
WK-20C;216;Прямая замена по строке;K1637 ↔ K1641;GB/T6170 М10 ↔ GB/T5783 М16X50;;
WK-20C;217;Прямая замена по строке;K1637 ↔ K1641;GB/T97.1 10 ↔ GB/T6170 М16;;
WK-20C;218;Прямая замена по строке;K1637 ↔ K1641;GB/T93 10 ↔ GB/T96.1 16;;
WK-20C;219;Прямая замена по строке;K1637 ↔ K1641;GB/T5783 М16X50 ↔ GB/T93 16;;
WK-20C;220;Прямая замена по строке;K1637 ↔ K1641;GB/T6170 М16 ↔ K1635.11.03;;
WK-20C;221;Прямая замена по строке;K1637 ↔ K1641;GB/T96.1 16 ↔ K1635.11.02;;
WK-20C;222;Прямая замена по строке;K1637 ↔ K1641;GB/T93 16 ↔ K1622.11.31.00;;
WK-20C;223;Прямая замена по строке;K1637 ↔ K1641;K1635.11.03 ↔ K1625.11.00-52;;
WK-20C;224;Прямая замена по строке;K1637 ↔ K1641;K1635.11.02 ↔ K1637.11.00-54;;
WK-20C;225;Прямая замена по строке;K1637 ↔ K1641;K1622.11.31.00 ↔ K1637.11.00-55;;
WK-20C;226;Прямая замена по строке;K1637 ↔ K1641;K1625.11.00-52 ↔ K1639.11.33.00;;
WK-20C;227;Прямая замена по строке;K1637 ↔ K1641;K1637.11.00-54 ↔ K1629.11.34.00;;
WK-20C;228;Прямая замена по строке;K1637 ↔ K1641;K1637.11.00-55 ↔ GB/T1228 М20X90;;
WK-20C;229;Прямая замена по строке;K1637 ↔ K1641;K1635.11.33.00 ↔ GB/T1229 M20;;
WK-20C;230;Прямая замена по строке;K1637 ↔ K1641;K1629.11.34.00 ↔ GB/T1230 20;;
WK-20C;231;Прямая замена по строке;K1637 ↔ K1641;K1635.11.35.00 ↔ K1635.11.36.00;;
