Лист;Строка;Тип связи;Книги;Номера деталей;Отметки источника;Комментарий
WK-35;334;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1822.12.03 ↔ K1822.12.03 ↔ K1822.12.03 ↔ K1822.12.03;"Да; Идентичны";
WK-35;335;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T32.1 ↔ GB/T32.1  М20X100 ↔ GB/T32.1  М20X100 ↔ GB/T32.1  М20X100;Идентичны;
WK-35;336;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;D3X520 ↔ K1822.12.00-01 ↔ K1822.12.00-01 ↔ K1822.12.00-01;Идентичны;
WK-35;337;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.12.03.00 ↔ K1801.12.03.00 ↔ K1801.12.03.00 ↔ K1801.12.03.00;"Да; Идентичны";
WK-35;338;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.12.07 ↔ K1801.12.07 ↔ K1801.12.07 ↔ K1801.12.07;"Да; Идентичны";
WK-35;339;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5783 ↔ GB/T5783  М8X30 ↔ GB/T5783  М8X30 ↔ GB/T5783  М8X30;Идентичны;
WK-35;340;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 8 ↔ GB/T93 8 ↔ GB/T93 8;Идентичны;
WK-35;341;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.12.04.00 ↔ K1812.12.04.00 ↔ K1812.12.04.00 ↔ K1812.12.04.00;"Да; Идентичны";
WK-35;342;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5783 ↔ GB/T5783  М12X30 ↔ GB/T5783  М12X30 ↔ GB/T5783  М12X30;Идентичны;
WK-35;343;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T97.1 ↔ GB/T97.1 12 ↔ GB/T97.1 12 ↔ GB/T97.1 12;Идентичны;
WK-35;344;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.12.05.00 ↔ K1812.12.05.00 ↔ K1812.12.05.00 ↔ K1812.12.05.00;"Да; Идентичны";
WK-35;345;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5783 ↔ GB/T5783 М12X40 ↔ GB/T5783 М12X40 ↔ GB/T5783 М12X40;Идентичны;
WK-35;346;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 12 ↔ GB/T93 12 ↔ GB/T93 12;Идентичны;
WK-35;349;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.13.00 ↔ K1812.13.00 ↔ K1812.13.00 ↔ K1812.13.00;"Да; Идентичны";
WK-35;350;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.13.01 ↔ K1812.13.01 ↔ K1812.13.01 ↔ K1812.13.01;"Да; Идентичны";
WK-35;351;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.13.02 ↔ K1812.13.02 ↔ K1812.13.02 ↔ K1812.13.02;"Да; Идентичны";
WK-35;352;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.13.03 ↔ K1812.13.03 ↔ K1812.13.03 ↔ K1812.13.03;"Да; Идентичны";
WK-35;353;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.13.04 ↔ K1812.13.04 ↔ K1812.13.04 ↔ K1812.13.04;"Да; Идентичны";
WK-35;354;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.13.05 ↔ K1812.13.05 ↔ K1812.13.05 ↔ K1812.13.05;"Да; Идентичны";
WK-35;355;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB882 ↔ GB/T882 25X140 ↔ GB/T882 25X140 ↔ GB/T882 25X140;Идентичны;
WK-35;356;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T91 ↔ GB/T91 6.3X50 ↔ GB/T91 6.3X50 ↔ GB/T91 6.3X50;Идентичны;
WK-35;357;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.00 ↔ K1842.15.00 ↔ K1853.15.00 ↔ K1854.15.00;;Полностью Универсальный, усовершенствование нижестоящих компонентов
WK-35;358;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.01.00 ↔ K1842.15.01.00 ↔ K1842.15.01.00 ↔ K1842.15.01.00;Идентичны;Универсальный, требования к технологии изготовления
WK-35;359;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.02.00 ↔ K1801.15.02.00 ↔ K1853.15.02.00 ↔ K1853.15.02.00;Идентичны;
WK-35;360;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.03.00 ↔ K1840.15.01 ↔ K1840.15.01 ↔ K1840.15.01;Идентичны;Универсальный: первая – литье, вторая модернизирована до поковки
WK-35;361;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.18 ↔ K1812.15.18 ↔ K1812.15.18 ↔ K1812.15.18;"Да; Идентичны";
WK-35;362;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;JB/ZQ4080 ↔ JB/ZQ4080 42 ↔ JB/ZQ4080 42 ↔ JB/ZQ4080 42;Идентичны;
WK-35;363;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.01 ↔ K1812.15.01 ↔ K1812.15.01 ↔ K1812.15.01;"Да; Идентичны";
WK-35;364;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.02 ↔ K1812.15.02 ↔ K1812.15.02 ↔ K1812.15.02;"Да; Идентичны";
WK-35;365;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 42 ↔ GB/T93 42 ↔ GB/T93 42;Идентичны;
WK-35;366;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T6171 ↔ GB/T6171 М42X3 ↔ GB/T6171 М42X3 ↔ GB/T6171 M42X3;;
WK-35;367;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.04.00 ↔ K1842.15.04.00 ↔ K1853.15.04.00 ↔ K1854.15.04.00;;
WK-35;368;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.04 ↔ K1812.15.04 ↔ K1812.15.04 ↔ K1812.15.04;"Да; Идентичны";
WK-35;369;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.05 ↔ K1812.15.05 ↔ K1812.15.05 ↔ K1812.15.05;"Да; Идентичны";
WK-35;370;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T70.1 ↔ GB/T70.1  М16X50 ↔ GB/T70.1  М16X50 ↔ GB/T70.1 M16X50;;
WK-35;371;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 16 ↔ GB/T93 16 ↔ GB/T93 16;Идентичны;
WK-35;372;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.06 ↔ K1801.15.06 ↔ K1842.15.05.00 ↔ K1842.15.05.00;Идентичны;
WK-35;373;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.15.00-01 ↔ K1842.15.00-01 ↔ K1801.15.08 ↔ K1854.15.00-16;;
WK-35;374;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.08 ↔ K1801.15.08 ↔ K1801.15.09 ↔ K1801.15.08;;
WK-35;375;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.09 ↔ K1801.15.09 ↔ K1801.15.11 ↔ K1801.15.09;;
WK-35;376;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.11 ↔ K1801.15.11 ↔ K1801.15.12 ↔ K1801.15.11;;
WK-35;377;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.12 ↔ K1801.15.12 ↔ K1801.15.13 ↔ K1801.15.12;;
WK-35;378;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.15.13 ↔ K1801.15.13 ↔ GB/T5785 М56X4X200 ↔ K1801.15.13;;
WK-35;379;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5785 ↔ GB/T5785 М56X4X200 ↔ NL 56 ↔ GB/T5785 M56X4X200;;
WK-35;380;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;NL 56 ↔ NL 56 ↔ GB/T6171 М56X4 ↔ NL56;;
WK-35;381;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T6171 ↔ GB/T6171 М56X4 ↔ K1812.15.19 ↔ GB/T6171 M56X4;;
WK-35;382;Одинаковый номер;K1839 ↔ K1849 ↔ K1866;K1812.15.19 ↔ K1812.15.19 ↔ K1812.15.19;;
WK-35;383;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;CY-M72X4-4/W ↔ K1840.15.02 ↔ K1840.15.02 ↔ K1840.15.02;Идентичны;Универсальный, завод-изготовитель исключен из чертежей
WK-35;384;Прямая замена по строке;K1849 ↔ K1853 ↔ K1866;GB/T5783 М10X20 ↔ GB/T5783 М10X20 ↔ GB/T5783 M10X20;;
WK-35;385;Одинаковый номер;K1849 ↔ K1853 ↔ K1866;GB/T93 10 ↔ GB/T93 10 ↔ GB/T93 10;Идентичны;
WK-35;386;Одинаковый номер;K1849 ↔ K1853 ↔ K1866;K1842.15.21 ↔ K1842.15.21 ↔ K1842.15.21;Идентичны;
WK-35;387;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.16.00 ↔ K1844.16.00 ↔ K1853.16.00 ↔ K1853.16.00;;Полностью Универсальный, усовершенствование нижестоящих компонентов
WK-35;388;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1803.16.01.00 ↔ K1844.16.01.00 ↔ CK1844.16.01.00 ↔ CK1846.16.01.00;;Полностью Универсальный, улучшение деталей
WK-35;389;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.16.02.00 ↔ K1802.16.02.00 ↔ K1802.16.02.00 ↔ K1802.16.02.00;"Да; Идентичны";
WK-35;390;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.16.03.00 ↔ K1801.16.03.00 ↔ K1801.16.03.00 ↔ K1801.16.03.00;"Да; Идентичны";
WK-35;391;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.16.04.00 ↔ K1840.16.04.00 ↔ K1840.16.04.00 ↔ K1853.16.04.00;;
WK-35;392;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.16.05.00 ↔ MB266 ↔ MB266 ↔ K1842.16.05.00;;Универсальный
WK-35;393;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.16.01 ↔ K1802.16.01 ↔ K1802.16.01 ↔ K1802.16.01;"Да; Идентичны";
WK-35;394;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;NL42 ↔ NL42 ↔ NL42 ↔ NL42;"Да; Идентичны";
WK-35;395;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T825 ↔ GB/T825  М36 ↔ GB/T825  М36 ↔ GB/T825  М36;Идентичны;
WK-35;396;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.16.02 ↔ K1840.16.02 ↔ K1840.16.02 ↔ K1840.16.02;Идентичны;
WK-35;397;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1802.16.03 ↔ K1840.16.03 ↔ K1840.16.03 ↔ K1840.16.03;Идентичны;
WK-35;398;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.00 ↔ K1842.18.00 ↔ K1894.18.00 ↔ K1895.18.00;;Полностью Универсальный, усовершенствование нижестоящих компонентов
WK-35;399;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.01.00 ↔ K1812.18.01.00 ↔ K1812.18.01.00 ↔ K1812.18.01.00;"Да; Идентичны";
WK-35;400;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.02.00 ↔ K1842.18.02.00 ↔ K1842.18.02.00 ↔ K1842.18.02.00;Идентичны;Полностью Универсальный, улучшение деталей
WK-35;401;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.03.00 ↔ K1801.18.03.00 ↔ K1801.18.03.00 ↔ K1801.18.03.00;"Да; Идентичны";
WK-35;402;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.04.00 ↔ K1812.18.04.00 ↔ K1812.18.04.00 ↔ K1812.18.04.00;"Да; Идентичны";
WK-35;403;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.05.00 ↔ K1842.18.05.00 ↔ K1801.18.05.00 ↔ K1801.18.05.00;Идентичны;1801 и 1842 не унифицированы, конструкция различается
WK-35;404;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.06.00 ↔ K1801.18.06.00 ↔ K1801.18.06.00 ↔ K1801.18.06.00;"Да; Идентичны";
WK-35;405;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.07.00 ↔ K1812.18.07.00 ↔ K1812.18.07.00 ↔ K1856.18.07.00;Да;Полностью Универсальный, улучшение деталей
WK-35;406;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.08.00 ↔ K1812.18.08.00 ↔ K1812.18.08.00 ↔ K1856.18.08.00;Да;Полностью Универсальный, улучшение деталей
WK-35;407;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.09.00 ↔ K1801.18.09.00 ↔ K1801.18.09.00 ↔ K1801.18.09.00;"Да; Идентичны";
WK-35;408;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;CY-M95X4/W ↔ K1840.18.01 ↔ K1840.18.01 ↔ K1840.18.01;Идентичны;Универсальный, требования к закупке
WK-35;409;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.01 ↔ K1801.18.01 ↔ K1801.18.01 ↔ K1801.18.01;"Да; Идентичны";
WK-35;410;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.07 ↔ K1812.18.07 ↔ K1812.18.07 ↔ K1812.18.07;"Да; Идентичны";
WK-35;411;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.12 ↔ K1812.18.12 ↔ K1812.18.12 ↔ K1812.18.12;"Да; Идентичны";
WK-35;412;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.13 ↔ K1801.18.13 ↔ K1801.18.13 ↔ K1801.18.13;"Да; Идентичны";
WK-35;413;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.14 ↔ K1801.18.14 ↔ K1801.18.14 ↔ K1801.18.14;"Да; Идентичны";
WK-35;414;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T91 ↔ GB/T91 10X125 ↔ GB/T91 10X125 ↔ GB/T91 10X125;Идентичны;
WK-35;415;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.15 ↔ K1801.18.15 ↔ K1801.18.15 ↔ K1801.18.15;"Да; Идентичны";
WK-35;416;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1801.18.16 ↔ K1801.18.16 ↔ K1801.18.16 ↔ K1801.18.16;"Да; Идентичны";
WK-35;417;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.17 ↔ K1812.18.17 ↔ K1812.18.17 ↔ K1812.18.17;"Да; Идентичны";
WK-35;418;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1812.18.18 ↔ K1812.18.18 ↔ K1812.18.18 ↔ K1812.18.18;"Да; Идентичны";
WK-35;419;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5783 ↔ GB/T5783 M20X70 ↔ GB/T5783 M20X70 ↔ GB/T5783 M20X70;Идентичны;
WK-35;420;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 20 ↔ GB/T93 20 ↔ GB/T93 20;Идентичны;
WK-35;421;Одинаковый номер;K1849 ↔ K1853 ↔ K1866;K1840.18.03.00 ↔ K1840.18.03.00 ↔ K1840.18.03.00;Идентичны;
WK-35;422;Одинаковый номер;K1853 ↔ K1866;K1801.18.07.53 ↔ K1801.18.07.53;Идентичны;
WK-35;423;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.21.00 ↔ K1849.21.00 ↔ K1853.21.00 ↔ K1862.21.00;Да;В кабине водителя выполнены значительные модернизации.
WK-35;424;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.01.00 ↔ K1842.21.01.00 ↔ K1853.21.01.00 ↔ K1861.21.10.00;;
WK-35;425;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.02.00 ↔ K1842.21.02.00 ↔ K1853.21.02.00 ↔ K1862.21.01.00;;
WK-35;426;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.03.00 ↔ K1841.21.03.00 ↔ K1841.21.03.00 ↔ K1856.21.02.00;;
WK-35;427;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.21.04.00 ↔ K1849.21.04.00 ↔ K1849.21.04.00 ↔ K1856.21.03.00;;
WK-35;428;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.01 ↔ K1902.21.01 ↔ K1902.21.01 ↔ K1856.21.04.00;Да;
WK-35;429;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.03 ↔ K1892.21.03 ↔ K1892.21.03 ↔ K1856.21.05.00;;Номера чертежей и размеры стекла не совпадают
WK-35;430;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.21.00-01 ↔ K1849.21.00-1 ↔ K1853.21.14.00 ↔ K1856.21.06.00;;
WK-35;431;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.02 ↔ K1892.21.02 ↔ K1892.21.02 ↔ K1862.21.07.00;;Номера чертежей и размеры стекла не совпадают
WK-35;432;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.05.00 ↔ K1842.21.05.00 ↔ K1853.21.05.00 ↔ K1862.21.08.00;;
WK-35;433;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.01 ↔ K1892.21.01 ↔ K1892.21.01 ↔ K1856.21.09.00;;Номера чертежей и размеры стекла не совпадают
WK-35;434;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1825.21.06.00 ↔ K1842.21.06.00 ↔ K1853.21.06.00 ↔ K1861.21.01;;
WK-35;435;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.05 ↔ K1842.21.05 ↔ K1842.21.05 ↔ K1861.21.02;;Номера чертежей и размеры стекла не совпадают
WK-35;436;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.07 ↔ K1892.21.07 ↔ K1892.21.07 ↔ K1861.21.03;;Номера чертежей и размеры стекла не совпадают
WK-35;437;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5781 ↔ GB/T5781 ↔ GB/T5781 ↔ K1861.21.04;Да;
WK-35;438;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T62.1 ↔ GB/T62.1 ↔ GB/T62.1 ↔ K1861.21.05;Да;
WK-35;439;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1903.21.09.00 ↔ K1601.22.01.05 ↔ K1601.22.01.05 ↔ K1862.21.06;;
WK-35;440;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.07.00 ↔ K1849.21.00-3 ↔ K1845.21.09.00 ↔ K1861.21.07;;
WK-35;441;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.08 ↔ K1892.21.08 ↔ K1892.21.08 ↔ K1862.21.00-17;;Номера чертежей и размеры стекла не совпадают
WK-35;442;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.21.00-02 ↔ K1849.21.00-2 ↔ K1853.21.13.00 ↔ JHQ-C-1;;
WK-35;443;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1902.21.08.00 ↔ K1842.21.09 ↔ K1842.21.09 ↔ GB/T95 10;;Номера чертежей и размеры стекла не совпадают
WK-35;444;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.21.00-03 ↔ K1980.21.09.00 ↔ K1980.21.09.00 ↔ GB/T93 10;;
WK-35;445;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1836.21.10.00 ↔ K1849.21.15.00 ↔ K1849.21.15.00 ↔ GB/T5783;;Полностью Универсальный
WK-35;446;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.21.11.00 ↔ K1849.21.16.00 ↔ K1849.21.16.00 ↔ K1856.21.08;;Полностью Универсальный
WK-35;447;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.21.09.00 ↔ K1849.21.12.00 ↔ K1849.21.12.00 ↔ K1902.09.10.10.03.00;;
WK-35;448;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;K1839.21.00-06 ↔ K1845.21.09.00 ↔ JHQ-C-1;;
WK-35;449;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;K1839.21.00-07 ↔ K1842.21.13.00 ↔ GB/T95;;
WK-35;450;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853;K1839.21.00-08 ↔ K1849.21.14.00 ↔ GB/T93;;
WK-35;451;Прямая замена по строке;K1839 ↔ K1853;K1839.21.00-09 ↔ GB/T5783;;
WK-35;452;Прямая замена по строке;K1839 ↔ K1853;K1839.21.00-10 ↔ K1853.21.11;;
WK-35;458;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.22.00 ↔ K1849.22.00 ↔ K1853.22.00 ↔ K1861.22.00;;Универсальный, улучшение деталей, требования к технологии изготовления
WK-35;459;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.22.01.00 ↔ K1849.22.01.00 ↔ K1849.22.01.00 ↔ K1857.22.01.00;;
WK-35;460;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.22.02.00 ↔ K1840.22.02.00 ↔ K1853.22.02.00 ↔ K1861.22.02.00;;Универсальный, улучшение деталей, требования к технологии изготовления
WK-35;461;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.22.03.00 ↔ K1840.22.03.00 ↔ K1840.22.03.00 ↔ K1857.22.03.00;;
WK-35;462;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.04.00 ↔ K1831.22.04.00 ↔ K1831.22.04.00 ↔ K1831.22.04.00;"Да; Идентичны";
WK-35;463;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.05.00 ↔ K1831.22.05.00 ↔ K1831.22.05.00 ↔ K1854.22.05.00;Да;
WK-35;464;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.22.06.00 ↔ K1838.22.06.00 ↔ K1838.22.06.00 ↔ K1838.22.06.00;"Да; Идентичны";
WK-35;465;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.22.07.00 ↔ K1849.22.07.00 ↔ K1853.22.07.00 ↔ K1857.22.07.00;;Универсальный, требования к технологии изготовления
WK-35;466;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.08.00 ↔ K1831.22.08.00 ↔ K1831.22.08.00 ↔ K1831.22.08.00;"Да; Идентичны";
WK-35;467;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.09.00 ↔ K1831.22.09.00 ↔ K1831.22.09.00 ↔ K1831.22.09.00;"Да; Идентичны";
WK-35;468;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.10.00 ↔ K1840.22.10.00 ↔ K1853.22.10.00 ↔ K1853.22.10.00;Идентичны;
WK-35;469;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1838.22.11.00 ↔ K1838.22.11.00 ↔ K1838.22.11.00 ↔ K1838.22.11.00;"Да; Идентичны";
WK-35;470;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.12.00 ↔ K1831.22.12.00 ↔ K1831.22.12.00 ↔ K1831.22.12.00;"Да; Идентичны";
WK-35;471;Одинаковый номер;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.01 ↔ K1831.22.01 ↔ K1831.22.01 ↔ K1831.22.01;"Да; Идентичны";
WK-35;472;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T882 ↔ GB/T882  B30X75 ↔ GB/T882  B30X75 ↔ GB/T882  B30X75;Идентичны;
WK-35;473;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T91 ↔ GB/T91 6.3X45 ↔ GB/T91 6.3X45 ↔ GB/T91 6.3X45;Идентичны;
WK-35;474;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1839.22.00-01 ↔ K1849.22.00-01 ↔ K1853.22.19.00 ↔ K1861.22.00-16;;
WK-35;475;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;K1831.22.02 ↔ K1831.22.02 ↔ K1849.22.02 ↔ K1849.22.20.00;;
WK-35;476;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T97.1 ↔ GB/T97.1 30 ↔ GB/T97.1 30 ↔ GB/T97.1 30;Идентичны;
WK-35;477;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T882 ↔ GB/T5783 M30X70 ↔ GB/T5783 M30X70 ↔ GB/T5783 M30X70;Идентичны;
WK-35;478;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T5783 ↔ GB/T5783 M20X40 ↔ GB/T5783 M20X40 ↔ GB/T5783 M20X40;Идентичны;
WK-35;479;Прямая замена по строке;K1839 ↔ K1849 ↔ K1853 ↔ K1866;GB/T93 ↔ GB/T93 20 ↔ GB/T93 20 ↔ GB/T93 20;Идентичны;
